,company,file_no,opened,closed,coverage,sub_coverage,reason,sub_reason,disposition,conclusion,recovery,status,duration,simplified,Annotation
2987,Allstate Fire and Casualty Insurance Company,7051664,2023-02-14,2023-02-28,Individual Private Passenger,Collision,Claim Handling,Adjuster Handling,Company Position Substantiated,,0.0,Closed,14,Claim Settled,
2988,Allstate Fire and Casualty Insurance Company,7009927,2021-05-28,2021-06-11,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Claim Settled,,492.8,Closed,14,Claim Settled,
2989,Arbella Protection Insurance Company Inc.,7043271,2022-02-23,2022-04-12,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0.0,Closed,48,Claim Settled,
2990,GEICO General Insurance Company,7000438,2020-02-05,2020-03-02,Individual Private Passenger,Liability,Claim Handling,Actual Cash Value Dispute,Claim Settled,,0.0,Closed,26,Claim Settled,
2991,Lancer Insurance Company,7014431,2019-02-01,2019-02-19,Commercial,Commercial Auto,Claim Handling,Contributory Comparative Negligence,Company Position Substantiated,,0.0,Closed,18,Claim Settled,
2992,Metropolitan Life Insurance Company,7042888,2022-02-09,2022-03-15,Individual Annuities,Fixed,PolicyHolder Service,Policy Service Delay by Insurer,No Action Requested/Required,Furnished Information,0.0,Closed,34,Claim Dismissed,
2993,GEICO Indemnity Company,7017940,2019-11-22,2019-12-09,Individual Private Passenger,Medical Payments,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,17,Claim Settled,
2994,Hartford Fire Insurance Company,7003704,2020-09-14,2020-10-01,General,,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,17,Claim Settled,
2995,Permanent General Assurance Corporation,7002789,2020-06-10,2020-06-22,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,12,Claim Settled,
2996,Progressive Casualty Insurance Company,7043784,2022-03-15,2022-05-10,Individual Private Passenger,,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,,0.0,Closed,56,Claim Settled,
2997,Standard Fire Insurance Company (The),7007005,2018-01-10,2018-03-09,Individual Private Passenger,,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,58,Claim Settled,
2998,Progressive Casualty Insurance Company,7050526,2023-01-05,2023-01-23,Individual Private Passenger,,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Company Position Upheld,0.0,Closed,18,Claim Settled,
2999,Hanover American Insurance Company,7046160,2022-06-28,2022-07-11,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,13,Claim Settled,
3000,Liberty Mutual Fire Insurance Company,7008655,2021-08-13,2021-09-10,Individual Private Passenger,Physical Damage,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,28,Claim Settled,
3001,Progressive Direct Insurance Company,7046906,2022-07-29,2022-09-01,Individual Private Passenger,Collision,Claim Handling,Adjuster Handling,Company Position Substantiated,Enter Arbitration,0.0,Closed,34,Claim Settled,
3002,Permanent General Assurance Corporation,7043392,2022-02-28,2022-06-09,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Claim Settled,Claim Paid,4581.36,Closed,101,Claim Settled,
3003,Utica First Insurance Company,7019440,2019-07-10,2019-08-01,Homeowners,Homeowners,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,22,Claim Settled,
3004,"Anthem Health Plans, Inc",7044278,2022-04-07,2022-04-29,Group,Health Only,Claim Handling,Claim Delay,Company Position Overturned,,0.0,Closed,22,Claim Dismissed,
3005,"Anthem Health Plans, Inc",7007126,2021-09-08,2021-09-23,Individual,Dental,Claim Handling,Claim Denial,Claim Settled,,292.0,Closed,15,Claim Settled,
3006,Middlesex Mutual Assurance Company,7006635,2018-01-05,2018-01-22,Individual Private Passenger,Liability,Claim Handling,Claim Procedure,Company Position Substantiated,,0.0,Closed,17,Claim Settled,
3007,Nationwide Property & Casualty Insurance Company,7012816,2018-10-02,2018-10-29,Condo/Townhome,,Marketing & Sales,High Pressure Tactics,Company Position Substantiated,,0.0,Closed,27,Claim Settled,
3008,Allstate Insurance Company,7017805,2019-10-02,2019-11-18,Commercial Multi&ndash;Peril,Condo Association,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,47,Claim Settled,
3009,"ConnectiCare Benefits, Inc.",7048938,2022-10-26,2022-11-18,A & H,Health Exchange,Claim Handling,Claim Denial,Company Position Substantiated,Furnished Information,0.0,Closed,23,Claim Settled,
3010,Allstate Fire and Casualty Insurance Company,7018330,2019-12-09,2020-01-02,Individual Private Passenger,Physical Damage,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,24,Claim Settled,
3011,Kemper Independence Insurance Company,7041326,2021-12-07,2021-12-23,Individual Private Passenger,Physical Damage,Claim Handling,Claim Delay,Claim Settled,Corrective Action,0.0,Closed,16,Claim Settled,
3012,Stillwater Property and Casualty Insurance Company,7012580,2019-02-21,2019-03-14,Condo/Townhome,,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,21,Claim Settled,
3013,Standard Fire Insurance Company (The),7019883,2019-08-29,2019-09-20,Individual Private Passenger,,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,22,Claim Settled,
3014,Aetna Life Insurance Company,7055002,2023-06-08,2023-07-14,A & H,A & H,Claim Handling,Claim Delays,Claim Settled,Claim Paid,391.6,Closed,36,Claim Settled,
3015,"Harvard Pilgrim Health Care of Connecticut, Inc.",7020904,2019-06-21,2019-07-18,Group,Health Only,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,27,Claim Settled,
3016,Indemnity Insurance Company of North America,7003676,2020-09-10,2020-10-01,Other [Enter Coverage],,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,21,Claim Settled,
3017,UNUM Life Insurance Company of America,7021874,2019-05-16,2019-08-09,Individual,Cancer/Dread Disease,Claim Handling,Claim Denial,No Action Requested/Required,,0.0,Closed,85,Claim Dismissed,
3018,AmGUARD Insurance Company,7043687,2022-03-10,2022-04-20,Renter/Tenants,Hazard,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0.0,Closed,41,Claim Settled,
3019,Plymouth Rock Assurance Corporation,7016577,2018-09-10,2018-09-24,Individual Private Passenger,Physical Damage,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,14,Claim Settled,
3020,Progressive Direct Insurance Company,7013654,2019-01-22,2019-02-14,Individual Private Passenger,Liability,Claim Handling,Actual Cash Value Dispute,Company Position Substantiated,,0.0,Closed,23,Claim Settled,
3021,Mesa Underwriters Specialty Insurance Company,7000508,2020-02-10,2020-02-25,General,,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,15,Claim Settled,
3022,Generali &ndash; U.S. Branch,7002471,2020-06-16,2020-07-06,Travel,,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,20,Claim Settled,
3023,State Farm Mutual Automobile Insurance Company,7014541,2018-10-30,2018-11-20,Individual Private Passenger,,Underwriting,Cancellation,Compromised Settlement/Resolution,Satisfactory Explanation,0.0,Closed,21,Claim Settled,
3024,Progressive Casualty Insurance Company,7002533,2020-06-22,2020-09-11,Individual Private Passenger,,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,,0.0,Closed,81,Claim Settled,
3025,Allstate Fire and Casualty Insurance Company,7046154,2022-06-28,2022-08-11,Individual Private Passenger,Collision,Claim Handling,Adjuster Handling,Company Position Substantiated,Company Position Upheld,0.0,Closed,44,Claim Settled,
3026,Aetna Health and Life Insurance Company,7021949,2019-03-19,2019-04-25,Individual,Dental,Claim Handling,Claim Denial,Claim Settled,,389.55,Closed,37,Claim Settled,
3027,Progressive Direct Insurance Company,7005723,2021-08-16,2021-09-07,Individual Private Passenger,Liability,Claim Handling,Contributory Comparative Negligence,Company Position Substantiated,,0.0,Closed,22,Claim Settled,
3028,"Anthem Health Plans, Inc",7049130,2022-11-03,2022-11-17,,,Claim Handling,Medical Necessity Denial,Insufficient Information,,0.0,Closed,14,Claim Dismissed,
3029,General Casualty Company of Wisconsin,7006471,2018-02-16,2018-03-07,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Claim Settled,,1896.42,Closed,19,Claim Settled,
3030,Guarantee Trust Life Insurance Company,7007182,2021-10-26,2021-12-28,Individual,Cancer/Dread Disease,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0.0,Closed,63,Claim Settled,
3031,Nationwide Mutual Insurance Company,7054501,2023-05-22,2023-06-12,Travel,,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,21,Claim Settled,
3032,Truck Insurance Exchange,7054110,2023-05-08,2023-07-14,Condo/Townhome,Liability,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,67,Claim Settled,
3033,LM General Insurance Company,7047514,2022-08-26,2022-09-27,Individual Private Passenger,Liability,Claim Handling,Adjuster Handling,Company Position Overturned,Justified,25000.0,Closed,32,Claim Dismissed,
3034,Underwriters at Lloyds London,7005860,2017-12-15,2018-02-01,General,,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,48,Claim Settled,
3035,GEICO Indemnity Company,7017221,2018-06-22,2018-07-12,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,20,Claim Settled,
3036,State Farm Mutual Automobile Insurance Company,7004345,2020-10-26,2020-11-27,Individual Private Passenger,Liability,Claim Handling,Contributory Comparative Negligence,Company Position Substantiated,,2648.09,Closed,32,Claim Settled,
3037,Liberty Mutual Insurance Company,7041340,2021-12-08,2022-01-11,Individual Private Passenger,,Underwriting,Nonrenewal,Company Position Substantiated,Non&ndash;Renewal Upheld,0.0,Closed,34,Claim Settled,
3038,"Anthem Health Plans, Inc",7043098,2022-02-16,2022-03-03,A & H,Health Only,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,15,Claim Settled,
3039,Progressive Direct Insurance Company,7019922,2019-04-04,2019-04-30,Individual Private Passenger,Physical Damage,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,26,Claim Settled,
3040,"Oxford Health Plans (CT), Inc",7054984,2023-06-08,2023-06-13,Group,Health Only,Claim Handling,Medical Necessity,Company Position Substantiated,Coverage Denied,0.0,Closed,5,Claim Settled,
3041,Economy Preferred Insurance Company,7046815,2022-07-26,2022-08-30,Individual Private Passenger,Liability,Claim Handling,Labor Rate,Company Position Substantiated,Company Position Upheld,0.0,Closed,35,Claim Settled,
3042,Liberty Mutual Fire Insurance Company,7017213,2018-04-25,2018-05-15,Individual Private Passenger,,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,20,Claim Settled,
3043,Progressive Direct Insurance Company,7007511,2021-09-13,2021-10-06,Individual Private Passenger,,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,23,Claim Settled,
3044,UnitedHealthcare Insurance Company,7017120,2018-07-31,2019-01-15,Group,Medicare Select,Marketing & Sales,High Pressure Tactics,No Action Requested/Required,,0.0,Closed,168,Claim Dismissed,
3045,LM General Insurance Company,7001130,2020-03-19,2020-04-08,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Claim Settled,,917.73,Closed,20,Claim Settled,
3046,Progressive Casualty Insurance Company,7021149,2019-08-01,2019-08-27,Individual Private Passenger,Physical Damage,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,26,Claim Settled,
3047,State Farm Fire & Casualty Company,7041397,2021-12-09,2022-01-28,Individual Private Passenger,Liability,Claim Handling,Claim Procedure,Company Position Substantiated,Company Position Upheld,0.0,Closed,50,Claim Settled,
3048,State Farm Mutual Automobile Insurance Company,7046481,2022-07-13,2022-08-09,Individual Private Passenger,,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0.0,Closed,27,Claim Settled,
3049,GEICO General Insurance Company,7004850,2020-11-30,2020-12-16,Individual Private Passenger,Physical Damage,Claim Handling,Actual Cash Value Dispute,Compromised Settlement/Resolution,,1304.5,Closed,16,Claim Settled,
3050,Farmers Property and Casualty Insurance Company,7014261,2019-01-30,2019-02-15,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,16,Claim Settled,
3051,GEICO Indemnity Company,7053225,2023-04-06,2023-06-13,Individual Private Passenger,Collision,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Coverage Denied,805.87,Closed,68,Claim Settled,
3052,"ConnectiCare Insurance Company, Inc",7046408,2022-07-08,2022-08-31,Group,Health Only,PolicyHolder Service,Unsatisfactory Refund of Premium,Company Position Overturned,,2334.36,Closed,54,Claim Dismissed,
3053,Federal Insurance Company,7003364,2020-08-20,2020-09-08,Individual Private Passenger,Liability,Claim Handling,Loss of Use,Company Position Substantiated,,0.0,Closed,19,Claim Settled,
3054,Lincoln National Life Insurance Company (The),7046686,2022-07-20,2022-12-05,Group,Disability Income,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,138,Claim Settled,
3055,Connecticut Interlocal Risk Management Agency (CIRMA),7020712,2019-06-19,2019-07-18,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Claim Settled,,1851.45,Closed,29,Claim Settled,
3056,GEICO Indemnity Company,7000742,2020-02-24,2020-03-11,Individual Private Passenger,,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,16,Claim Settled,
3057,"Anthem Health Plans, Inc",7021410,2019-09-20,2019-10-09,Group,Health Only,Claim Handling,Claim Denial,Claim Settled,,524.52,Closed,19,Claim Settled,
3058,"Anthem Health Plans, Inc",7004022,2020-10-05,2020-10-14,Group,Pharmacy Benefits,Claim Handling,Claim Denial,No Action Requested/Required,,0.0,Closed,9,Claim Dismissed,
3059,GEICO Indemnity Company,7046067,2022-06-23,2022-07-05,Individual Private Passenger,,Underwriting,Cancellation,Company Position Substantiated,Company Position Upheld,0.0,Closed,12,Claim Settled,
3060,Trumbull Insurance Company,7015808,2018-08-27,2018-09-24,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,28,Claim Settled,
3061,"National Union Fire Insurance Company of Pittsburgh, PA",7004413,2020-10-28,2020-12-22,Travel,,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,55,Claim Settled,
3062,Progressive Direct Insurance Company,7048884,2022-10-25,2022-11-10,Individual Private Passenger,Collision,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,16,Claim Settled,
3063,Old Dominion Insurance Company,7011796,2019-02-06,2019-02-21,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Compromised Settlement/Resolution,,1143.26,Closed,15,Claim Settled,
3064,Transamerica Advisors Life Insurance Company,7013621,2018-12-03,2018-12-27,Individual,Long Term Care,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,24,Claim Settled,
3065,"Anthem Health Plans, Inc",7009155,2021-05-14,2021-08-09,Group,Medicare Select,Claim Handling,Claim Delay,Claim Settled,,2939.0,Closed,87,Claim Settled,
3066,New South Insurance Company,7047777,2022-09-08,2022-09-29,Individual Private Passenger,Liability,Claim Handling,Labor Rate,Company Position Substantiated,Enter Arbitration,0.0,Closed,21,Claim Settled,
3067,Great American Assurance Company,7048551,2022-10-11,2022-11-29,Commercial Multi&ndash;Peril,Liability,Claim Handling,Claim Denial,Company Position Overturned,Corrective Action,400.0,Closed,49,Claim Dismissed,
3068,Cigna Health and Life Insurance Company,7000782,2020-02-26,2020-03-30,Group,Health Only,Claim Handling,Claim Delay,Claim Settled,,50.0,Closed,33,Claim Settled,
3069,Amica Mutual Insurance Company,7043084,2022-02-16,2022-03-18,Umbrella,,Underwriting,Premium & Rating,Company Position Overturned,Corrective Action,0.0,Closed,30,Claim Dismissed,
